"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Aruba","ABW","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0900001525879","","","","","","","","","55.9900016784668","","","","","","","","","","60.7700004577637","","","","","","","","","","","","","88.7705917358398","","",
"Africa Eastern and Southern","AFE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","4.09999990463257","","","","4.15000009536743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9864728190319","13.1258096694946","","16.0005597959488","","","14.4413221582297","11.6300001144409","15.3429203033447","","","",
"Africa Western and Central","AFW","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.1655848085399","","","","","10.5613132122543","","22.871211244773","","","28.9200000762939","27.9697608947754","","","","38.4699201262949","","39.9831690633048","","","","",
"Albania","ALB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7300033569336","","","","","","","81.7300033569336","","","85.2300033569336","87.2099990844727","86.9019285494142","87.4636217760892","88.646190231805","89.3892642763519","83.5595169067383","90.2688350163581","90.7103196946053","91.9102782676077","91.8594948155496","92.1410670317753","93.2300033569336","","",
"Andorra","AND","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8399963378906","72.5","72.3300018310547","","","","","","83.1600036621094","","","",
"Arab World","ARB","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","","","","","","22.6700000762939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7000007629395","","","","","","","","","","","70.7099990844727","78.9899978637695","82.8899993896484","84.1699981689453","","84.4300003051758","85.4800033569336","87.6900024414062","87.2799987792969","",
"Argentina","ARG","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.LO.ZS","","","","","","","","","","","19.2999992370606","","","","","","","","","","26.5","","","","","","","","","","","37.3600006103516","","","","","","","","","","45.8899993896484","","56.3800010681152","","","","","","","","","","","","","","","","","","","","","","",
